57707,20576	0,480363129
57852,56396	0,480014695
57997,92216	0,479667125
58143,28036	0,479320414
72679,10045	0,448410902
145358,2009	0,354402032
218037,3014	0,30276012
290716,4018	0,268406806
363395,5022	0,243294555
436074,6027	0,223853959
508753,7032	0,208206916
581432,8036	0,195252078
654111,904	0,184292773
726791,0045	0,174862833
799470,105	0,166636448
872149,2054	0,159377858
944828,3058	0,152911559
1017507,406	0,147103734
1090186,507	0,14185032
1162865,607	0,137068942
1235544,708	0,132693447
1308223,808	0,128669971
1380902,909	0,124954167
1453582,009	0,121509137
1526261,109	0,118303882
1598940,21	0,115312161
1671619,31	0,112511577
1744298,411	0,109882878
1816977,511	0,10740942
1889656,612	0,105076732
1962335,712	0,102872151
2035014,813	0,100784548
2107693,913	0,098804101
2180373,014	0,096922105
2253052,114	0,095130802
2325731,214	0,093423263
2398410,315	0,091793276
2471089,415	0,090235253
2543768,516	0,088744151
2616447,616	0,087315404
2689126,717	0,085944868
2761805,817	0,084628775
2834484,918	0,083363686
2907164,018	0,082146459
2979843,118	0,080974214
3052522,219	0,079844304
3125201,319	0,078754296
3197880,42	0,077701945
3270559,52	0,076685182
3343238,621	0,075702089
3415917,721	0,074750891
3488596,822	0,073829937
3561275,922	0,072937695
3633955,022	0,072072738
3706634,123	0,071233735
3779313,223	0,070419445
3851992,324	0,069628708
3924671,424	0,068860437
3997350,525	0,068113613
4070029,625	0,06738728
4142708,726	0,066680542
4215387,826	0,065992555
4288066,927	0,065322523
4360746,027	0,064669701
4433425,127	0,064033381
4506104,228	0,063412899
4578783,328	0,062807624
4651462,429	0,062216961
4724141,529	0,061640347
4796820,63	0,061077248
4869499,73	0,060527157
4942178,831	0,059989595
5014857,931	0,059464105
5087537,032	0,058950255
5160216,132	0,058447632
5232895,232	0,057955845
5305574,333	0,057474521
5378253,433	0,057003303
5450932,534	0,056541852
5523611,634	0,056089844
5596290,735	0,055646971
5668969,835	0,055212937
5741648,936	0,05478746
5814328,036	0,05437027
