145358200,9	0,992916914
145358200,9	0,992916914
290716401,8	0,994993611
436074602,7	0,995250396
581432803,6	0,994748797
726791004,5	0,993739362
872149205,4	0,992315769
1017507406	0,99052263
1162865607	0,988385006
1308223808	0,985918935
1453582009	0,983135876
1598940210	0,980044831
1744298411	0,976653442
1889656612	0,972968587
2035014813	0,968996753
2180373014	0,964744229
2325731214	0,96021726
2471089415	0,955422107
2616447616	0,950365126
2761805817	0,945052777
2907164018	0,939491651
3052522219	0,933688494
3197880420	0,927650177
3343238621	0,921383726
3488596822	0,914896306
3633955022	0,908195206
3779313223	0,901287832
3924671424	0,894181707
4070029625	0,886884456
4215387826	0,879403774
4360746027	0,87174744
4506104228	0,863923286
4651462429	0,8559392
4796820630	0,847803091
4942178831	0,839522884
5087537032	0,831106522
5232895232	0,82256193
5378253433	0,813897023
5523611634	0,805119669
5668969835	0,796237692
5814328036	0,787258873
5959686237	0,77819091
6105044438	0,769041432
6250402639	0,759817972
6395760840	0,750527958
6541119040	0,741178714
6686477241	0,731777457
6831835442	0,722331263
6977193643	0,712847082
7122551844	0,703331721
7267910045	0,693791836
7413268246	0,684233928
7558626447	0,674664348
7703984648	0,665089287
7849342849	0,655514755
7994701050	0,645946595
8140059250	0,636390477
8285417451	0,626851886
8430775652	0,617336129
8576133853	0,607848333
8721492054	0,598393448
8866850255	0,58897624
9012208456	0,579601277
9157566657	0,570272948
9302924858	0,560995459
9448283058	0,551772827
9593641259	0,542608889
9738999460	0,533507301
9884357661	0,524471541
10029715860	0,515504914
10175074060	0,506610547
10320432260	0,497791382
10465790460	0,489050199
10611148670	0,480389608
10756506870	0,471812054
10901865070	0,463319821
11047223270	0,454915036
11192581470	0,446599675
11337939670	0,438375562
11483297870	0,430244381
11628656070	0,422207664
11774014270	0,414266802
11919372470	0,406423054
12064730670	0,398677547
12210088880	0,391031283
12355447080	0,383485141
12500805280	0,376039882
12646163480	0,368696153
12791521680	0,361454494
12936879880	0,354315341
13082238080	0,347279027
13227596280	0,340345783
13372954480	0,333515744
13518312680	0,326788959
13663670880	0,320165391
13809029090	0,313644923
13954387290	0,307227358
